customer,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
EI85578,California,F,383761,0.0,106.0,Personal Auto,SUV,117.229971
DH85144,Oregon,M,215407,0.0,65.0,Personal Auto,Four-Door Car,312.0
HC31007,California,M,504911,0.0,68.0,Personal Auto,Four-Door Car,457.169818
MT58123,California,M,1386992,28432.0,118.0,Corporate Auto,SUV,612.300581
GQ78238,Oregon,M,521337,65167.0,131.0,Personal Auto,SUV,628.8
UO44449,Washington,F,491111,33700.0,62.0,Corporate Auto,Four-Door Car,274.114843
VK98618,Arizona,F,775185,0.0,105.0,Personal Auto,SUV,756.0
BG30513,California,F,2546482,13663.0,97.0,Personal Auto,Four-Door Car,465.6
KD20203,Oregon,M,947295,0.0,131.0,Corporate Auto,SUV,628.8
HR26088,Arizona,F,592695,0.0,84.0,Personal Auto,Four-Door Car,403.2
XD72019,Oregon,F,847004,0.0,82.0,Personal Auto,Four-Door Car,479.312226
XD82117,Arizona,F,867599,65933.0,108.0,Personal Auto,SUV,379.951464
CT47738,Oregon,F,1820567,0.0,128.0,Corporate Auto,Sports Car,614.4
NY30370,Washington,M,261832,28663.0,66.0,Corporate Auto,Two-Door Car,430.604489
EH69733,Arizona,M,334963,78092.0,84.0,Corporate Auto,Four-Door Car,344.015386
QV89210,Nevada,F,597972,57693.0,76.0,Corporate Auto,Four-Door Car,547.2
QK90365,Oregon,F,1630196,19614.0,85.0,Personal Auto,Two-Door Car,574.024018
UR67446,California,F,788298,23235.0,99.0,Personal Auto,Four-Door Car,587.656629
FJ76376,California,M,774881,79528.0,64.0,Personal Auto,Two-Door Car,175.429028
ZI85739,California,F,1586003,0.0,136.0,Personal Auto,SUV,46.098963
AM72411,Oregon,M,227969,23253.0,61.0,Personal Auto,Two-Door Car,292.8
IC77855,California,M,1527279,40571.0,100.0,Personal Auto,SUV,361.788917
ZM70632,California,F,549875,60668.0,138.0,Personal Auto,SUV,553.699596
JM59803,California,M,574340,61776.0,73.0,Personal Auto,Two-Door Car,343.278996
KG84303,California,M,394291,38820.0,99.0,Personal Auto,Four-Door Car,547.619785
OJ37666,California,F,250360,47285.0,63.0,Personal Auto,Four-Door Car,302.4
VV49688,Oregon,M,455859,0.0,62.0,Corporate Auto,Four-Door Car,446.4
KH55886,Oregon,M,6790727,78310.0,192.0,Personal Auto,Sports Car,151.711475
QZ70160,Nevada,F,239667,26222.0,62.0,Personal Auto,Four-Door Car,297.6
FU51754,Arizona,M,556894,0.0,79.0,Personal Auto,Two-Door Car,407.440238
KY48450,Oregon,F,733451,83926.0,181.0,Personal Auto,Luxury Car,124.447153
ZG18090,California,M,715011,24124.0,91.0,Corporate Auto,Four-Door Car,436.8
UI99151,Nevada,M,1202375,28879.0,106.0,Personal Auto,Sports Car,763.2
VB59276,Oregon,M,401888,0.0,112.0,Corporate Auto,SUV,544.250322
CJ64468,Oregon,F,477055,12964.0,65.0,Personal Auto,Two-Door Car,362.774545
GM61951,Nevada,F,2929733,0.0,115.0,Personal Auto,SUV,1251.042795
BO15959,Washington,F,2792996,88105.0,86.0,Personal Auto,Four-Door Car,412.8
ZK50586,Oregon,F,289992,66524.0,74.0,Personal Auto,Two-Door Car,238.517525
DM22923,Oregon,M,233132,27398.0,68.0,Personal Auto,Four-Door Car,326.4
DQ58142,Arizona,M,856156,37759.0,108.0,Corporate Auto,SUV,518.4
YW47108,California,M,1128072,45743.0,96.0,Personal Auto,Four-Door Car,673.780804
DS62172,Oregon,F,276402,54183.0,70.0,Personal Auto,Four-Door Car,336.0
VL58402,Washington,M,258084,46900.0,66.0,Personal Auto,Four-Door Car,316.8
YV82597,Nevada,F,1085601,59803.0,90.0,Corporate Auto,Two-Door Car,22.75546
FN33339,Oregon,F,415083,53787.0,104.0,Corporate Auto,Four-Door Car,666.092015
UZ97486,California,M,1697979,35095.0,73.0,Corporate Auto,Two-Door Car,525.6
LL92275,California,F,502873,0.0,67.0,Personal Auto,Four-Door Car,216.196521
FB95288,California,M,6461875,0.0,217.0,Personal Auto,Luxury Car,1562.4
NB30472,Arizona,F,4110324,30845.0,116.0,Personal Auto,Four-Door Car,556.8
RX66745,Washington,M,2265853,23665.0,67.0,Corporate Auto,Four-Door Car,404.817249
II97469,California,M,701343,92107.0,88.0,Personal Auto,Four-Door Car,16.37296
VF17463,Oregon,M,865886,62464.0,109.0,Personal Auto,Sports Car,400.181882
GW77328,Oregon,M,521434,69991.0,65.0,Personal Auto,Four-Door Car,4.619402
CF44171,California,F,433406,23904.0,123.0,Personal Auto,SUV,590.4
ZN65873,California,F,373150,0.0,96.0,Corporate Auto,Four-Door Car,460.8
EO75698,Oregon,F,2224251,83894.0,110.0,Personal Auto,Four-Door Car,82.019005
GB94407,California,M,1228076,88340.0,102.0,Corporate Auto,Two-Door Car,489.6
KM63956,California,M,1302413,0.0,125.0,Corporate Auto,SUV,900.0
LM79795,Oregon,M,748878,39602.0,64.0,Personal Auto,Two-Door Car,307.2
XT35473,Arizona,M,230069,25905.0,63.0,Personal Auto,Four-Door Car,302.4
LO90163,Nevada,F,3008136,24626.0,108.0,Personal Auto,SUV,225.971279
LU65596,California,F,374537,59732.0,94.0,Corporate Auto,Four-Door Car,135.626867
SV94314,Arizona,M,1324656,36898.0,169.0,Personal Auto,SUV,811.2
RW86245,Arizona,M,500827,92864.0,123.0,Personal Auto,SUV,96.338144
JG41490,Arizona,F,239621,0.0,66.0,Corporate Auto,Four-Door Car,433.160284
FO63400,California,F,514689,93752.0,64.0,Corporate Auto,Four-Door Car,154.713524
FE84109,Washington,M,654020,21156.0,89.0,Personal Auto,Two-Door Car,111.836561
KG21285,Arizona,M,715980,67206.0,90.0,Personal Auto,Four-Door Car,76.289123
TQ33359,California,M,608730,85654.0,76.0,Personal Auto,Four-Door Car,46.20341
ZG59671,Oregon,M,977273,59325.0,83.0,Personal Auto,Four-Door Car,81.599332
AY19539,California,M,600584,13528.0,86.0,Personal Auto,Four-Door Car,412.8
KU23440,Oregon,F,681157,0.0,63.0,Personal Auto,Four-Door Car,302.4
IJ83011,California,M,1635013,0.0,165.0,Corporate Auto,SUV,1452.213743
KE35335,Washington,F,358026,75333.0,90.0,Personal Auto,Four-Door Car,289.236063
FE90301,Nevada,F,582112,61108.0,72.0,Personal Auto,Four-Door Car,23.773332
CK35310,Nevada,F,283956,27083.0,73.0,Personal Auto,Four-Door Car,525.6
XU97999,California,M,1009719,68997.0,63.0,Personal Auto,Four-Door Car,206.926432
RF73329,California,F,267422,33451.0,67.0,Personal Auto,Four-Door Car,337.219884
WO12850,Nevada,F,451544,21500.0,115.0,Corporate Auto,Four-Door Car,39.292196
AB26022,Oregon,M,799834,26487.0,112.0,Corporate Auto,SUV,602.431489
HL91178,California,M,280976,74713.0,70.0,Personal Auto,Four-Door Car,336.0
HS77089,Washington,M,474879,0.0,70.0,Personal Auto,Four-Door Car,504.0
WK18603,California,M,527251,85607.0,66.0,Personal Auto,Four-Door Car,67.647131
XS44101,California,F,671229,44891.0,83.0,Personal Auto,Four-Door Car,74.803791
RE93978,Washington,M,818897,89061.0,103.0,Personal Auto,SUV,565.267705
WX19595,Arizona,M,1442989,0.0,198.0,Personal Auto,Luxury Car,962.159318
EA55071,Arizona,F,437636,63774.0,111.0,Personal Auto,Four-Door Car,60.036683
HH45183,Oregon,M,371380,93308.0,92.0,Personal Auto,Four-Door Car,441.6
NL75739,Arizona,M,759005,10375.0,66.0,Personal Auto,Two-Door Car,316.8
XE96798,Oregon,M,279573,85950.0,69.0,Personal Auto,Four-Door Car,47.70723
UU12600,Nevada,F,864075,33402.0,109.0,Personal Auto,SUV,71.053011
NL39999,Washington,M,262489,18129.0,71.0,Personal Auto,Two-Door Car,340.8
ZN45349,Oregon,M,481502,0.0,66.0,Personal Auto,Two-Door Car,711.8026
EV34073,California,F,446041,0.0,65.0,Corporate Auto,Four-Door Car,312.0
HM94328,Arizona,M,604702,20396.0,76.0,Corporate Auto,Four-Door Car,364.8
QX64770,Oregon,F,822187,13376.0,108.0,Personal Auto,Four-Door Car,774.714929
IN95983,California,F,679827,32517.0,94.0,Special Auto,Four-Door Car,451.2
AD89594,California,M,1281741,28651.0,67.0,Personal Auto,Four-Door Car,302.272725
SQ37580,Arizona,F,521988,64964.0,66.0,Personal Auto,Four-Door Car,286.967405
IN64985,Nevada,F,614024,34112.0,77.0,Personal Auto,Four-Door Car,369.6
UL96474,Arizona,F,375663,0.0,108.0,Personal Auto,SUV,718.383
IG89777,California,M,735655,81145.0,92.0,Corporate Auto,Two-Door Car,321.060571
YJ14330,California,F,3272529,39894.0,134.0,Corporate Auto,SUV,411.077415
NK20941,California,M,705746,52447.0,90.0,Personal Auto,Four-Door Car,61.585668
XQ28930,California,M,1100502,0.0,69.0,Personal Auto,Four-Door Car,496.8
LY73893,California,M,556377,35398.0,71.0,Personal Auto,Four-Door Car,340.8
II20035,Oregon,F,745147,26239.0,65.0,Personal Auto,Four-Door Car,312.0
OH69760,Arizona,F,518105,0.0,70.0,Personal Auto,Four-Door Car,336.0
WN45973,Washington,M,1258400,83013.0,103.0,Corporate Auto,SUV,155.125923
UT21323,California,M,1305701,0.0,190.0,Personal Auto,Luxury SUV,1833.182529
GM46746,Arizona,F,1777682,86205.0,223.0,Personal Auto,Luxury Car,1070.4
GZ64473,Nevada,M,275738,50414.0,69.0,Personal Auto,Four-Door Car,331.2
FE93959,California,M,753542,37496.0,65.0,Corporate Auto,Two-Door Car,312.0
YC33550,Oregon,F,282680,24224.0,71.0,Corporate Auto,Two-Door Car,511.2
MT91532,California,M,732654,62338.0,92.0,Corporate Auto,Four-Door Car,4.216231
XE65072,Oregon,M,663313,63483.0,83.0,Personal Auto,Four-Door Car,85.073541
AT72574,Arizona,M,248588,0.0,70.0,Personal Auto,Two-Door Car,504.0
FP10040,Oregon,M,859818,38113.0,73.0,Personal Auto,Four-Door Car,203.640251
AQ51159,Arizona,F,858680,38676.0,72.0,Personal Auto,Four-Door Car,146.124719
HB21182,Arizona,F,241777,20200.0,65.0,Personal Auto,Two-Door Car,312.0
SM17747,Arizona,M,269366,29038.0,69.0,Personal Auto,Four-Door Car,56.351667
YA87855,Arizona,M,717922,23179.0,91.0,Corporate Auto,Two-Door Car,436.8
MR52230,Oregon,M,1062933,56598.0,88.0,Personal Auto,Four-Door Car,92.966783
FR54989,Arizona,M,271091,0.0,76.0,Corporate Auto,Two-Door Car,547.2
RW82766,Oregon,F,772405,46988.0,195.0,Corporate Auto,Luxury SUV,294.762659
IX60941,Oregon,M,350856,20978.0,98.0,Personal Auto,Four-Door Car,1176.2788
GQ26671,California,F,224110,0.0,63.0,Personal Auto,Two-Door Car,453.6
UH89141,Oregon,F,3327977,59130.0,117.0,Corporate Auto,Sports Car,436.533172
WO30947,Washington,M,534830,31572.0,70.0,Personal Auto,Four-Door Car,292.434826
ZN86559,California,F,525115,0.0,72.0,Personal Auto,Four-Door Car,345.6
NZ73268,California,M,468680,32646.0,119.0,Corporate Auto,Four-Door Car,464.99983
YD80815,Arizona,F,714833,51791.0,181.0,Personal Auto,Luxury Car,422.960234
BE54454,Washington,M,502857,70828.0,62.0,Personal Auto,Four-Door Car,297.6
JB76199,Oregon,F,241541,40903.0,61.0,Corporate Auto,Four-Door Car,409.88696
PN68458,California,F,754554,0.0,106.0,Corporate Auto,SUV,631.108223
IM55696,California,F,526442,24031.0,66.0,Personal Auto,Four-Door Car,316.8
UD99395,Oregon,M,447448,84927.0,112.0,Personal Auto,SUV,537.6
PA90653,Oregon,F,2157886,0.0,72.0,Corporate Auto,Two-Door Car,510.976913
WE64939,California,F,290262,23893.0,73.0,Personal Auto,Four-Door Car,186.292275
KC67652,Arizona,M,1087647,71255.0,138.0,Personal Auto,Sports Car,138.633681
FQ33633,Nevada,F,441328,37697.0,112.0,Personal Auto,SUV,38.403843
QS23134,Arizona,M,1250449,33746.0,106.0,Personal Auto,Two-Door Car,508.8
EZ70589,Washington,F,746292,70263.0,93.0,Personal Auto,Two-Door Car,7.345946
KT91115,Oregon,M,469079,43367.0,118.0,Personal Auto,Four-Door Car,1026.741926
RS66246,California,F,294304,0.0,81.0,Personal Auto,Two-Door Car,388.8
YX72707,Oregon,F,500333,0.0,66.0,Personal Auto,Four-Door Car,445.19869
LJ79533,Nevada,F,1346692,11432.0,119.0,Special Auto,SUV,571.2
JQ95021,California,M,338618,67249.0,86.0,Special Auto,Four-Door Car,33.894695
ET88948,California,F,550344,76839.0,68.0,Personal Auto,Four-Door Car,326.4
GW43195,Oregon,F,2580706,71210.0,214.0,Personal Auto,Luxury Car,1027.2
MQ54182,California,F,473934,49447.0,119.0,Personal Auto,Four-Door Car,762.007253
WM39308,Nevada,F,1577788,98713.0,65.0,Personal Auto,Two-Door Car,289.894293
DK20428,Oregon,M,261986,26094.0,67.0,Personal Auto,Two-Door Car,2.028223
IZ67803,California,M,1544566,26990.0,65.0,Personal Auto,Four-Door Car,297.864823
VW65351,Washington,F,335552,46644.0,84.0,Personal Auto,Four-Door Car,150.688024
SY36127,California,F,287408,33462.0,72.0,Personal Auto,Four-Door Car,112.425578
LA20890,Oregon,F,284664,66880.0,71.0,Personal Auto,Four-Door Car,340.8
EP48362,Arizona,M,2381352,88680.0,66.0,Personal Auto,Four-Door Car,201.762191
BI46495,Oregon,M,531346,0.0,79.0,Corporate Auto,Two-Door Car,568.8
ON91363,Washington,M,373014,75132.0,93.0,Personal Auto,Four-Door Car,446.4
TG95261,California,F,903121,0.0,122.0,Personal Auto,Sports Car,650.52179
EE59791,California,F,593128,56617.0,74.0,Personal Auto,Four-Door Car,355.2
IV84135,California,F,942908,75638.0,83.0,Personal Auto,Four-Door Car,108.69654
TE11374,California,F,761304,24982.0,109.0,Personal Auto,SUV,523.2
GH12466,Washington,F,331301,40348.0,83.0,Personal Auto,Four-Door Car,26.314753
PC43437,Arizona,F,731701,24083.0,63.0,Personal Auto,Four-Door Car,340.453606
PW98890,Oregon,F,266573,81538.0,66.0,Personal Auto,Four-Door Car,272.844816
BQ94892,Oregon,M,323057,62873.0,81.0,Personal Auto,Four-Door Car,207.75186
LA33814,Oregon,M,1736727,66245.0,145.0,Personal Auto,SUV,181.501424
WM87004,Oregon,M,1059581,0.0,102.0,Personal Auto,SUV,734.4
OL28902,California,M,599938,26303.0,165.0,Personal Auto,SUV,956.589903
VW88885,California,F,1700600,58620.0,71.0,Corporate Auto,Four-Door Car,340.8
OQ51004,California,M,395434,18375.0,103.0,Personal Auto,Sports Car,535.080276
GJ88864,Nevada,F,358937,30944.0,92.0,Personal Auto,Four-Door Car,348.216284
AF69537,Arizona,M,732977,59630.0,185.0,Personal Auto,SUV,888.0
TX11163,Nevada,F,738057,53957.0,184.0,Corporate Auto,Luxury SUV,61.554272
FG43850,Oregon,M,747267,44385.0,97.0,Corporate Auto,Four-Door Car,465.6
WY37677,Oregon,M,850012,0.0,119.0,Personal Auto,Sports Car,856.8
WY80801,California,F,1935779,25561.0,163.0,Corporate Auto,SUV,983.374985
GZ90429,California,M,584611,85956.0,145.0,Corporate Auto,SUV,510.381882
SX89429,Arizona,F,223178,0.0,61.0,Personal Auto,Four-Door Car,311.404068
FW35631,Oregon,M,486452,37406.0,122.0,Corporate Auto,SUV,1134.960471
HM20848,California,F,459429,39053.0,114.0,Personal Auto,Sports Car,547.2
FO49408,Oregon,M,304400,24475.0,84.0,Personal Auto,Four-Door Car,604.8
LL95376,Washington,M,275997,92296.0,69.0,Personal Auto,Two-Door Car,331.2
UK49045,Oregon,M,1106429,29484.0,93.0,Personal Auto,Two-Door Car,446.4
JA24437,California,M,755582,0.0,114.0,Personal Auto,Four-Door Car,820.8
TU77462,Oregon,M,746955,48088.0,94.0,Personal Auto,Two-Door Car,134.828318
DA26490,California,M,492049,21366.0,63.0,Personal Auto,Two-Door Car,302.4
JC37131,Arizona,M,1229868,17101.0,113.0,Special Auto,SUV,542.4
YZ77792,Washington,F,463036,0.0,64.0,Personal Auto,Four-Door Car,460.8
AH53588,California,M,463654,26802.0,66.0,Personal Auto,Two-Door Car,316.8
QV89018,Arizona,M,2046771,89025.0,64.0,Personal Auto,Four-Door Car,179.251604
SY95534,California,M,379282,0.0,104.0,Personal Auto,SUV,748.8
YT37186,California,F,1752617,52228.0,220.0,Personal Auto,Luxury SUV,1056.0
DY81347,California,F,471546,0.0,126.0,Personal Auto,SUV,694.357961
VH45074,California,M,228876,0.0,63.0,Personal Auto,Four-Door Car,344.288189
BF45697,California,M,567013,83086.0,71.0,Personal Auto,Four-Door Car,320.486645
RY27018,Washington,M,722899,53214.0,91.0,Personal Auto,Four-Door Car,436.8
YJ16163,Oregon,F,1100913,51643.0,283.0,Special Auto,Luxury Car,1358.4
QM61543,Arizona,M,563994,73168.0,70.0,Corporate Auto,Four-Door Car,425.800112
IU83998,Washington,F,1119646,0.0,298.0,Personal Auto,Luxury Car,2145.6
NE29938,California,F,1284043,0.0,90.0,Personal Auto,Two-Door Car,648.0
VQ57815,Oregon,M,882838,61246.0,110.0,Personal Auto,Sports Car,159.239518
FF93355,Washington,M,1326879,32762.0,112.0,Corporate Auto,Four-Door Car,326.926833
MG12206,California,M,372887,0.0,69.0,Personal Auto,Two-Door Car,496.8
NE55975,Nevada,F,498311,0.0,133.0,Personal Auto,Sports Car,957.6
BX70848,Washington,M,1372779,0.0,126.0,Personal Auto,SUV,604.8
NJ88229,California,F,834375,64127.0,71.0,Personal Auto,Four-Door Car,72.862304
QW31435,Oregon,M,719183,0.0,67.0,Personal Auto,Two-Door Car,308.54976
DJ22229,Washington,F,1375914,16794.0,96.0,Personal Auto,Four-Door Car,460.8
MB12747,Nevada,M,978871,31930.0,83.0,Personal Auto,Four-Door Car,37.699658
XQ50187,Oregon,M,336044,74918.0,85.0,Special Auto,Two-Door Car,314.246507
WU62992,Oregon,M,488779,70742.0,124.0,Personal Auto,SUV,211.68058
CE11667,Oregon,M,758211,64801.0,64.0,Corporate Auto,Four-Door Car,268.471802
BP53979,California,F,251621,48829.0,64.0,Personal Auto,Four-Door Car,300.312635
DM59806,California,F,357134,73853.0,89.0,Personal Auto,Four-Door Car,427.2
LJ88616,Arizona,M,986859,0.0,99.0,Personal Auto,Four-Door Car,712.8
TC82133,Oregon,M,537582,66844.0,70.0,Personal Auto,Four-Door Car,104.977375
NW65065,California,F,425462,11904.0,61.0,Corporate Auto,Two-Door Car,292.8
LS17120,California,M,306105,56869.0,83.0,Personal Auto,Four-Door Car,269.406119
ZN96843,Arizona,M,241477,0.0,67.0,Personal Auto,Two-Door Car,482.4
HZ98935,Washington,F,452652,0.0,68.0,Personal Auto,Four-Door Car,326.4
WG51330,Arizona,M,563529,59325.0,71.0,Corporate Auto,Four-Door Car,229.686659
DS58268,Arizona,F,825469,0.0,115.0,Corporate Auto,Sports Car,552.0
SN27401,Washington,M,732007,0.0,112.0,Personal Auto,Two-Door Car,806.4
AI74959,California,M,393381,25927.0,103.0,Personal Auto,SUV,674.973614
RC16862,Arizona,M,243308,0.0,71.0,Corporate Auto,Four-Door Car,493.055291
YP19985,California,M,570695,83073.0,71.0,Corporate Auto,Two-Door Car,10.42277
SY29553,Oregon,F,258544,0.0,73.0,Personal Auto,Four-Door Car,350.4
EM78211,Oregon,F,265970,0.0,87.0,Special Auto,Four-Door Car,420.041981
JL70559,Arizona,F,531086,0.0,72.0,Personal Auto,Four-Door Car,345.6
IS95117,Arizona,F,587482,35301.0,74.0,Personal Auto,Four-Door Car,128.643975
YU66872,California,F,857988,21829.0,111.0,Personal Auto,Sports Car,532.8
WK62379,Washington,F,890396,15142.0,116.0,Personal Auto,Two-Door Car,792.609747
WR85740,Arizona,F,814976,0.0,71.0,Corporate Auto,Two-Door Car,340.8
YY58769,Arizona,M,257016,58498.0,67.0,Personal Auto,Four-Door Car,321.6
YK83904,Nevada,F,258556,64592.0,64.0,Personal Auto,Four-Door Car,307.2
IE36279,California,M,284484,80306.0,71.0,Corporate Auto,Two-Door Car,340.8
FT61724,California,F,463355,29105.0,117.0,Personal Auto,Sports Car,272.612048
YV63603,Arizona,F,667889,47137.0,84.0,Personal Auto,Four-Door Car,161.640052
PT52001,Nevada,F,222286,0.0,62.0,Corporate Auto,Two-Door Car,446.4
FM83188,Washington,F,852275,0.0,109.0,Corporate Auto,SUV,723.786607
RN96985,Oregon,F,2508217,0.0,100.0,Personal Auto,SUV,1000.850446
OA59724,Washington,F,347926,66711.0,86.0,Corporate Auto,Two-Door Car,366.381387
LY83340,Oregon,F,785158,48943.0,65.0,Corporate Auto,Two-Door Car,105.068788
AX99820,Arizona,F,250950,0.0,71.0,Personal Auto,Four-Door Car,511.2
MH13358,Oregon,F,285426,34807.0,73.0,Personal Auto,Two-Door Car,472.043042
UQ51981,Oregon,F,887979,52583.0,113.0,Personal Auto,SUV,528.20086
JQ60102,California,M,839261,0.0,111.0,Corporate Auto,Sports Car,617.396701
CB52667,Washington,F,527947,92589.0,65.0,Personal Auto,Four-Door Car,312.0
YP29527,Oregon,M,827233,96689.0,103.0,Personal Auto,Sports Car,37.802583
GW89349,Nevada,M,766242,0.0,73.0,Corporate Auto,Four-Door Car,525.6
ZD72991,California,M,489997,76594.0,122.0,Personal Auto,SUV,832.453791
CS51928,Arizona,M,450886,83777.0,112.0,Personal Auto,Sports Car,377.354191
IJ18945,Washington,F,309432,20954.0,78.0,Special Auto,Four-Door Car,534.501024
EF21564,Nevada,M,438315,84491.0,110.0,Personal Auto,SUV,156.282093
AY35539,Oregon,F,253070,89451.0,63.0,Personal Auto,Four-Door Car,61.769564
XJ96507,Arizona,F,829165,85132.0,106.0,Personal Auto,SUV,501.134524
ZG95780,Arizona,M,816431,11193.0,114.0,Personal Auto,SUV,820.8
GI55977,Oregon,F,233735,28806.0,61.0,Personal Auto,Four-Door Car,292.8
BV63942,Washington,M,900240,76184.0,111.0,Corporate Auto,Two-Door Car,532.8
PF81183,California,M,538949,66429.0,136.0,Corporate Auto,Sports Car,57.712985
HV16877,California,F,272158,43278.0,68.0,Personal Auto,Four-Door Car,326.4
XO92596,California,M,600584,13528.0,86.0,Personal Auto,Four-Door Car,412.8
IQ73438,California,M,555583,74015.0,72.0,Personal Auto,Four-Door Car,471.443077
FY74419,Nevada,F,547006,54507.0,138.0,Personal Auto,SUV,702.990032
JQ30166,Oregon,F,1561090,0.0,119.0,Personal Auto,Four-Door Car,439.352186
WC22220,Arizona,M,261661,72302.0,66.0,Corporate Auto,Two-Door Car,316.8
OT66924,Oregon,F,468152,14606.0,72.0,Personal Auto,Four-Door Car,439.772868
UC21019,Arizona,M,489010,0.0,68.0,Personal Auto,Four-Door Car,689.282166
YW88487,Arizona,F,745734,43406.0,187.0,Personal Auto,Luxury SUV,897.6
CA45756,Arizona,F,2218588,60426.0,62.0,Corporate Auto,Two-Door Car,133.284622
JY42899,California,M,530508,26334.0,71.0,Personal Auto,Two-Door Car,340.8
KM72781,Washington,F,947062,22514.0,80.0,Personal Auto,Four-Door Car,203.469143
DV62119,Arizona,F,354814,76114.0,88.0,Personal Auto,Four-Door Car,422.4
DO12179,Oregon,M,245153,48791.0,62.0,Personal Auto,Two-Door Car,69.794432
ER20865,California,M,865265,65605.0,111.0,Corporate Auto,Two-Door Car,377.781658
YQ95507,Oregon,F,253522,69259.0,63.0,Personal Auto,Four-Door Car,362.51794
VW65691,Oregon,F,431406,0.0,64.0,Personal Auto,Four-Door Car,460.8
LL55780,Oregon,F,673105,0.0,62.0,Corporate Auto,Four-Door Car,446.4
WK29536,Oregon,F,777958,90969.0,65.0,Personal Auto,Four-Door Car,190.751345
UX87980,Nevada,M,280528,50180.0,77.0,Personal Auto,Four-Door Car,360.499075
TJ68521,Washington,M,525196,41991.0,67.0,Personal Auto,Four-Door Car,88.382536
